delta,k,avg_er,rateleap,mean Seq512_32 V-cheby-aggres-L1-trunc,512,544,576,608,640,672,704,736,512,544,576,608,640,672,704,736
l-1-1-1d,1.0,0.017190162,-1.4196981106718038e-05,-0.00001,0.0,-6.884453e-06,-3.4086577e-05,4.284782e-06,-1.7986288e-05,-2.669631e-05,-1.2377279e-05,-4.887144e-06,0.017190113376841683,0.017190120551435113,0.01719015404357544,0.01719015006119709,0.017190165920423307,0.01719018831092728,0.017190198208889746,0.017190201943326273
l-1-1-1d,1.5,0.02050394,-2.1588913829089433e-05,-0.00002,0.0,-3.8040864e-05,-1.0969326e-05,-3.9137378e-05,-1.3487813e-05,-1.2755734e-05,-8.784798e-06,-2.3905155e-05,0.02050384483109938,0.020503892117387016,0.020503904973112035,0.02050394836043116,0.02050396254577182,0.02050397530650573,0.02050398368584507,0.020504005473928253
l-1-1-1d,2.0,0.017190819,6.322398991765184e-05,0.00006,0.0,9.5678737e-05,5.7056282e-05,8.5833978e-05,5.5448513e-05,3.9618586e-05,4.8009746e-05,5.0194779e-05,0.017191049275203093,0.017190949559030486,0.017190893495196733,0.017190813715802406,0.017190764822843988,0.017190731593174143,0.017190693199193748,0.017190654842564206
l-1-1-1d,2.5,0.014924706,0.0006675008510998396,0.00059,0.0,0.00087076377,0.000773075515,0.000705923457,0.000637255885,0.00057239214,0.000534969357,0.000485786556,0.01492677967368668,0.014925991713902258,0.014925332182181493,0.014924762533126747,0.014924274696077837,0.014923857910089128,0.01492348650789945,0.014923164252586848
l-1-1-1d,3.0,0.017193198,0.0003433864873336941,0.0003,0.0,0.000466748075,0.00038686542,0.000380909976,0.000321023766,0.000279841728,0.00026649897,0.000249610637,0.017194436895607356,0.01719395036138745,0.017193570162407003,0.017193216068878175,0.017192932961411316,0.01719269821889385,0.0171924850731153,0.017192294312672947
l-2-5-1d,1.0,0.359312407,-3.2647587566804084e-05,-0.00003,0.0,-4.1065877e-05,-3.9899606e-05,-3.2847288e-05,-3.1554596e-05,-2.9202042e-05,-2.640525e-05,-2.3174369e-05,0.3593099716816018,0.35931086622199315,0.3593116856666325,0.3593123237909607,0.35931290535250726,0.3593134172919989,0.35931385866304993,0.3593142288073712
l-2-5-1d,1.5,0.025154223,-2.555613506396332e-05,-0.00002,0.0,-4.8549326e-05,-1.3859957e-05,-3.8008857e-05,-2.5520726e-05,-8.209427e-06,-1.3607323e-05,-2.5675845e-05,0.025154083356698706,0.02515415739243207,0.0251541773198946,0.025154229012619447,0.025154261940585614,0.025154272015857817,0.025154287938840808,0.025154316648366044
l-2-5-1d,2.0,0.032394238,0.000418652562731214,0.00037,0.0,0.00053289425,0.000499611317,0.000425080075,0.000405096916,0.000371247862,0.000339866899,0.000301052196,0.03239705189490214,0.032396005276051354,0.03239508015684761,0.03239433563256521,0.03239366252558296,0.032393075776579586,0.032392563626228395,0.0323921301421005
l-2-5-1d,2.5,0.042806891,-0.0003247683845413787,-0.00029,0.0,-0.000426799936,-0.00036608771,-0.000353429476,-0.000305245003,-0.000273568997,-0.000255952102,-0.000248366076,0.04280400346316848,0.04280511101331194,0.04280600671932465,0.04280682470496818,0.04280749493760257,0.04280806631343903,0.04280857602765754,0.042809048650208854
